,Nivel,Cod,EnteFederativo,2018,2019,2020,2021
282,"""MU""","""1506195""","""Rurópolis (PA)""","""350270""","""375339""","""416215""","""496837"""
283,"""MU""","""1506203""","""Salinópolis (PA)""","""470323""","""530753""","""568033""","""641901"""
284,"""MU""","""1506302""","""Salvaterra (PA)""","""174926""","""181405""","""193632""","""210371"""
285,"""MU""","""1506351""","""Santa Bárbara do Pará (PA)""","""172320""","""180878""","""218844""","""240524"""
286,"""MU""","""1506401""","""Santa Cruz do Arari (PA)""","""68942""","""71619""","""81656""","""96043"""
287,"""MU""","""1506500""","""Santa Izabel do Pará (PA)""","""757809""","""795107""","""807771""","""935129"""
288,"""MU""","""1506559""","""Santa Luzia do Pará (PA)""","""163193""","""160405""","""189273""","""196168"""
289,"""MU""","""1506583""","""Santa Maria das Barreiras (PA)""","""379801""","""498864""","""736451""","""1072244"""
290,"""MU""","""1506609""","""Santa Maria do Pará (PA)""","""383844""","""291091""","""307884""","""371642"""
291,"""MU""","""1506708""","""Santana do Araguaia (PA)""","""843465""","""1034821""","""1115572""","""1381972"""
292,"""MU""","""1506807""","""Santarém (PA)""","""4858426""","""5117941""","""5501585""","""6390528"""
293,"""MU""","""1506906""","""Santarém Novo (PA)""","""45137""","""46772""","""51036""","""60065"""
294,"""MU""","""1507003""","""Santo Antônio do Tauá (PA)""","""366979""","""384943""","""432508""","""475569"""
295,"""MU""","""1507102""","""São Caetano de Odivelas (PA)""","""142267""","""146313""","""157950""","""183191"""
296,"""MU""","""1507151""","""São Domingos do Araguaia (PA)""","""280955""","""284573""","""303527""","""359021"""
297,"""MU""","""1507201""","""São Domingos do Capim (PA)""","""273285""","""345699""","""372289""","""438410"""
298,"""MU""","""1507300""","""São Félix do Xingu (PA)""","""1395545""","""1448104""","""1578823""","""2009122"""
299,"""MU""","""1507409""","""São Francisco do Pará (PA)""","""234027""","""240284""","""241733""","""264374"""
300,"""MU""","""1507458""","""São Geraldo do Araguaia (PA)""","""490241""","""520359""","""600210""","""710684"""
301,"""MU""","""1507466""","""São João da Ponta (PA)""","""44628""","""46428""","""52404""","""57407"""
302,"""MU""","""1507474""","""São João de Pirabas (PA)""","""164333""","""168796""","""180274""","""182168"""
303,"""MU""","""1507508""","""São João do Araguaia (PA)""","""122296""","""133441""","""163530""","""186890"""
304,"""MU""","""1507607""","""São Miguel do Guamá (PA)""","""676117""","""630231""","""723336""","""793139"""
305,"""MU""","""1507706""","""São Sebastião da Boa Vista (PA)""","""209187""","""205414""","""228689""","""245028"""
306,"""MU""","""1507755""","""Sapucaia (PA)""","""99547""","""105981""","""114448""","""141176"""
307,"""MU""","""1507805""","""Senador José Porfírio (PA)""","""135520""","""162893""","""199567""","""246281"""
308,"""MU""","""1507904""","""Soure (PA)""","""188033""","""197182""","""217632""","""241803"""
309,"""MU""","""1507953""","""Tailândia (PA)""","""897544""","""949052""","""1078163""","""1291722"""
310,"""MU""","""1507961""","""Terra Alta (PA)""","""70380""","""71267""","""77180""","""83046"""
311,"""MU""","""1507979""","""Terra Santa (PA)""","""510355""","""470503""","""433503""","""519541"""
312,"""MU""","""1508001""","""Tomé-Açu (PA)""","""667658""","""710991""","""816244""","""1040635"""
313,"""MU""","""1508035""","""Tracuateua (PA)""","""215620""","""231424""","""295860""","""285330"""
314,"""MU""","""1508050""","""Trairão (PA)""","""294076""","""286214""","""276725""","""327523"""
315,"""MU""","""1508084""","""Tucumã (PA)""","""778560""","""826904""","""863475""","""984423"""
316,"""MU""","""1508100""","""Tucuruí (PA)""","""7481522""","""5301010""","""4571016""","""5614501"""
317,"""MU""","""1508126""","""Ulianópolis (PA)""","""1330085""","""1589798""","""1858110""","""1995884"""
318,"""MU""","""1508159""","""Uruará (PA)""","""545493""","""609425""","""717963""","""774530"""
319,"""MU""","""1508209""","""Vigia (PA)""","""382251""","""387399""","""419520""","""476787"""
320,"""MU""","""1508308""","""Viseu (PA)""","""486515""","""488299""","""620025""","""618568"""
321,"""MU""","""1508357""","""Vitória do Xingu (PA)""","""4375685""","""4092449""","""3833696""","""4230778"""
322,"""MU""","""1508407""","""Xinguara (PA)""","""1226364""","""1292069""","""1414398""","""1605020"""
323,"""MU""","""1600055""","""Serra do Navio (AP)""","""75189""","""73697""","""81422""","""92155"""
324,"""MU""","""1600105""","""Amapá (AP)""","""137264""","""156669""","""153020""","""159543"""
325,"""MU""","""1600154""","""Pedra Branca do Amapari (AP)""","""311022""","""334792""","""466649""","""453324"""
326,"""MU""","""1600204""","""Calçoene (AP)""","""164202""","""165393""","""182086""","""184496"""
327,"""MU""","""1600212""","""Cutias (AP)""","""76196""","""82949""","""87586""","""94625"""
328,"""MU""","""1600238""","""Ferreira Gomes (AP)""","""533403""","""494108""","""519153""","""578381"""
329,"""MU""","""1600253""","""Itaubal (AP)""","""69176""","""74890""","""80690""","""87891"""
330,"""MU""","""1600279""","""Laranjal do Jari (AP)""","""902503""","""973431""","""1035921""","""1134587"""
331,"""MU""","""1600303""","""Macapá (AP)""","""10949101""","""11422998""","""11733668""","""12938060"""
332,"""MU""","""1600402""","""Mazagão (AP)""","""258113""","""290148""","""363786""","""377734"""
333,"""MU""","""1600501""","""Oiapoque (AP)""","""425562""","""461142""","""488906""","""528919"""
334,"""MU""","""1600535""","""Porto Grande (AP)""","""340180""","""338606""","""381240""","""373966"""
335,"""MU""","""1600550""","""Pracuúba (AP)""","""67289""","""71221""","""78456""","""84589"""
336,"""MU""","""1600600""","""Santana (AP)""","""2071271""","""2128724""","""2345887""","""2512717"""
337,"""MU""","""1600709""","""Tartarugalzinho (AP)""","""225342""","""231773""","""246236""","""261938"""
338,"""MU""","""1600808""","""Vitória do Jari (AP)""","""189394""","""196121""","""224407""","""236925"""
339,"""MU""","""1700251""","""Abreulândia (TO)""","""52413""","""53962""","""76414""","""112135"""
340,"""MU""","""1700301""","""Aguiarnópolis (TO)""","""124948""","""162923""","""164457""","""165480"""
341,"""MU""","""1700350""","""Aliança do Tocantins (TO)""","""103526""","""109409""","""154385""","""616571"""
342,"""MU""","""1700400""","""Almas (TO)""","""151823""","""171927""","""178542""","""273741"""
343,"""MU""","""1700707""","""Alvorada (TO)""","""298510""","""335148""","""404850""","""474111"""
344,"""MU""","""1701002""","""Ananás (TO)""","""130713""","""148477""","""139737""","""159769"""
345,"""MU""","""1701051""","""Angico (TO)""","""35666""","""39491""","""41536""","""48276"""
346,"""MU""","""1701101""","""Aparecida do Rio Negro (TO)""","""102337""","""127209""","""208458""","""255912"""
347,"""MU""","""1701309""","""Aragominas (TO)""","""63206""","""67899""","""78177""","""98441"""
348,"""MU""","""1701903""","""Araguacema (TO)""","""126470""","""143577""","""258570""","""240246"""
349,"""MU""","""1702000""","""Araguaçu (TO)""","""191651""","""449522""","""273397""","""349050"""
350,"""MU""","""1702109""","""Araguaína (TO)""","""4363395""","""4718947""","""4752385""","""5239050"""
351,"""MU""","""1702158""","""Araguanã (TO)""","""65019""","""69820""","""77992""","""101858"""
352,"""MU""","""1702208""","""Araguatins (TO)""","""425144""","""446821""","""462123""","""529290"""
353,"""MU""","""1702307""","""Arapoema (TO)""","""288208""","""180909""","""356785""","""324523"""
354,"""MU""","""1702406""","""Arraias (TO)""","""185540""","""209124""","""195448""","""223310"""
355,"""MU""","""1702554""","""Augustinópolis (TO)""","""253207""","""280585""","""288579""","""305118"""
356,"""MU""","""1702703""","""Aurora do Tocantins (TO)""","""42076""","""46935""","""51244""","""58806"""
357,"""MU""","""1702901""","""Axixá do Tocantins (TO)""","""120410""","""133267""","""124760""","""141092"""
358,"""MU""","""1703008""","""Babaçulândia (TO)""","""105060""","""112508""","""127638""","""158741"""
359,"""MU""","""1703057""","""Bandeirantes do Tocantins (TO)""","""120322""","""103147""","""130974""","""178654"""
360,"""MU""","""1703073""","""Barra do Ouro (TO)""","""56230""","""57845""","""73105""","""113260"""
361,"""MU""","""1703107""","""Barrolândia (TO)""","""93834""","""95742""","""106923""","""122016"""
362,"""MU""","""1703206""","""Bernardo Sayão (TO)""","""74696""","""72861""","""81871""","""102684"""
363,"""MU""","""1703305""","""Bom Jesus do Tocantins (TO)""","""74023""","""134102""","""126172""","""139410"""
364,"""MU""","""1703602""","""Brasilândia do Tocantins (TO)""","""41060""","""41733""","""54967""","""75634"""
365,"""MU""","""1703701""","""Brejinho de Nazaré (TO)""","""193570""","""170079""","""222536""","""272945"""
366,"""MU""","""1703800""","""Buriti do Tocantins (TO)""","""97737""","""108224""","""116521""","""161641"""
367,"""MU""","""1703826""","""Cachoeirinha (TO)""","""27219""","""29234""","""33542""","""58547"""
368,"""MU""","""1703842""","""Campos Lindos (TO)""","""306171""","""333975""","""472482""","""1004931"""
369,"""MU""","""1703867""","""Cariri do Tocantins (TO)""","""348251""","""364925""","""394470""","""517715"""
370,"""MU""","""1703883""","""Carmolândia (TO)""","""36922""","""41448""","""45097""","""69222"""
371,"""MU""","""1703891""","""Carrasco Bonito (TO)""","""40010""","""43338""","""45464""","""50561"""
372,"""MU""","""1703909""","""Caseara (TO)""","""157639""","""168549""","""447766""","""389493"""
373,"""MU""","""1704105""","""Centenário (TO)""","""34345""","""42468""","""65315""","""64557"""
374,"""MU""","""1704600""","""Chapada de Areia (TO)""","""23899""","""24002""","""33245""","""39824"""
375,"""MU""","""1705102""","""Chapada da Natividade (TO)""","""64165""","""68829""","""91724""","""148973"""
376,"""MU""","""1705508""","""Colinas do Tocantins (TO)""","""724137""","""798814""","""787269""","""862139"""
377,"""MU""","""1705557""","""Combinado (TO)""","""67201""","""73813""","""72412""","""76524"""
378,"""MU""","""1705607""","""Conceição do Tocantins (TO)""","""51985""","""58027""","""61013""","""67829"""
379,"""MU""","""1706001""","""Couto Magalhães (TO)""","""116343""","""100973""","""130715""","""203473"""
380,"""MU""","""1706100""","""Cristalândia (TO)""","""109220""","""124693""","""183039""","""177294"""
381,"""MU""","""1706258""","""Crixás do Tocantins (TO)""","""43546""","""48427""","""62303""","""78645"""
382,"""MU""","""1706506""","""Darcinópolis (TO)""","""185654""","""228403""","""219943""","""241932"""
383,"""MU""","""1707009""","""Dianópolis (TO)""","""388672""","""446287""","""701653""","""644829"""
384,"""MU""","""1707108""","""Divinópolis do Tocantins (TO)""","""121986""","""122647""","""178811""","""249235"""
385,"""MU""","""1707207""","""Dois Irmãos do Tocantins (TO)""","""102542""","""108151""","""143261""","""216149"""
386,"""MU""","""1707306""","""Dueré (TO)""","""115335""","""127103""","""164145""","""204765"""
387,"""MU""","""1707405""","""Esperantina (TO)""","""89004""","""98604""","""106660""","""118724"""
388,"""MU""","""1707553""","""Fátima (TO)""","""67162""","""78401""","""79412""","""89100"""
389,"""MU""","""1707652""","""Figueirópolis (TO)""","""170208""","""183636""","""220167""","""256752"""
390,"""MU""","""1707702""","""Filadélfia (TO)""","""101689""","""111423""","""116825""","""129323"""
391,"""MU""","""1708205""","""Formoso do Araguaia (TO)""","""348253""","""366455""","""443862""","""1414038"""
392,"""MU""","""1708254""","""Tabocão (TO)""","""186819""","""200115""","""221618""","""232898"""
393,"""MU""","""1708304""","""Goianorte (TO)""","""74752""","""81045""","""108775""","""193502"""
394,"""MU""","""1709005""","""Goiatins (TO)""","""160693""","""157756""","""176071""","""230924"""
395,"""MU""","""1709302""","""Guaraí (TO)""","""649211""","""697324""","""730955""","""880403"""
396,"""MU""","""1709500""","""Gurupi (TO)""","""2196701""","""2327205""","""2543765""","""2648420"""
397,"""MU""","""1709807""","""Ipueiras (TO)""","""30786""","""33218""","""37116""","""47772"""
398,"""MU""","""1710508""","""Itacajá (TO)""","""99047""","""106507""","""119953""","""186260"""
399,"""MU""","""1710706""","""Itaguatins (TO)""","""64384""","""68623""","""72823""","""82611"""
400,"""MU""","""1710904""","""Itapiratins (TO)""","""71024""","""74392""","""115104""","""171522"""
401,"""MU""","""1711100""","""Itaporã do Tocantins (TO)""","""43133""","""46525""","""56227""","""69980"""
402,"""MU""","""1711506""","""Jaú do Tocantins (TO)""","""59576""","""64007""","""78747""","""97865"""
403,"""MU""","""1711803""","""Juarina (TO)""","""30537""","""30605""","""35909""","""44395"""
404,"""MU""","""1711902""","""Lagoa da Confusão (TO)""","""484425""","""527487""","""1040153""","""998445"""
405,"""MU""","""1711951""","""Lagoa do Tocantins (TO)""","""39775""","""45693""","""79302""","""89429"""
406,"""MU""","""1712009""","""Lajeado (TO)""","""67550""","""68531""","""66898""","""64405"""
407,"""MU""","""1712157""","""Lavandeira (TO)""","""23728""","""25764""","""30115""","""37870"""
408,"""MU""","""1712405""","""Lizarda (TO)""","""42478""","""38793""","""51927""","""66332"""
409,"""MU""","""1712454""","""Luzinópolis (TO)""","""33690""","""45672""","""121354""","""71180"""
410,"""MU""","""1712504""","""Marianópolis do Tocantins (TO)""","""126046""","""146974""","""210074""","""252331"""
411,"""MU""","""1712702""","""Mateiros (TO)""","""135697""","""185919""","""227485""","""252360"""
412,"""MU""","""1712801""","""Maurilândia do Tocantins (TO)""","""36449""","""41940""","""47576""","""55911"""
413,"""MU""","""1713205""","""Miracema do Tocantins (TO)""","""525389""","""616822""","""591151""","""642003"""
414,"""MU""","""1713304""","""Miranorte (TO)""","""262097""","""287048""","""305926""","""390325"""
415,"""MU""","""1713601""","""Monte do Carmo (TO)""","""175204""","""158477""","""230635""","""296288"""
416,"""MU""","""1713700""","""Monte Santo do Tocantins (TO)""","""35924""","""38168""","""52964""","""75004"""
417,"""MU""","""1713809""","""Palmeiras do Tocantins (TO)""","""68797""","""73873""","""80731""","""95357"""
418,"""MU""","""1713957""","""Muricilândia (TO)""","""43009""","""47556""","""57096""","""69465"""
419,"""MU""","""1714203""","""Natividade (TO)""","""174044""","""156646""","""188910""","""247340"""
420,"""MU""","""1714302""","""Nazaré (TO)""","""44079""","""48645""","""54481""","""58139"""
421,"""MU""","""1714880""","""Nova Olinda (TO)""","""264063""","""312195""","""293703""","""320311"""
422,"""MU""","""1715002""","""Nova Rosalândia (TO)""","""55200""","""56586""","""87460""","""100915"""
423,"""MU""","""1715101""","""Novo Acordo (TO)""","""52047""","""61684""","""69772""","""84723"""
424,"""MU""","""1715150""","""Novo Alegre (TO)""","""27366""","""29354""","""31030""","""35521"""
425,"""MU""","""1715259""","""Novo Jardim (TO)""","""29371""","""30854""","""36672""","""42672"""
426,"""MU""","""1715507""","""Oliveira de Fátima (TO)""","""19230""","""20801""","""23890""","""29469"""
427,"""MU""","""1715705""","""Palmeirante (TO)""","""95877""","""88644""","""133093""","""185349"""
428,"""MU""","""1715754""","""Palmeirópolis (TO)""","""118347""","""124955""","""139645""","""170118"""
429,"""MU""","""1716109""","""Paraíso do Tocantins (TO)""","""1221785""","""1392220""","""1445961""","""1513693"""
430,"""MU""","""1716208""","""Paranã (TO)""","""215390""","""243193""","""335255""","""315397"""
431,"""MU""","""1716307""","""Pau D'Arco (TO)""","""68989""","""70372""","""81006""","""91169"""
432,"""MU""","""1716505""","""Pedro Afonso (TO)""","""532347""","""464444""","""631761""","""848671"""
